Domain,Base Domain,domain,status_code,usa_classes_detected,uswds_detected,usa_detected,flag_detected,flagincss_detected,sourcesansfont_detected,uswdsincss_detected,merriweatherfont_detected,publicsansfont_detected,uswdsversion,tables,total_score
fbo.gov,fbo.gov,fbo.gov,200,20,7,0,0,0,0,20,0,0,,0,47
gsaauctions.gov,gsaauctions.gov,gsaauctions.gov,503,0,0,0,0,0,0,0,0,0,,-20,0
fsrs.gov,fsrs.gov,fsrs.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
consumeraction.gov,consumeraction.gov,consumeraction.gov,200,45,1,0,20,20,0,20,0,0,,0,106
pki-lab.gov,pki-lab.gov,pki-lab.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
gsaxcess.gov,gsaxcess.gov,gsaxcess.gov,503,0,0,0,0,0,0,0,0,0,,-20,0
pki.gov,pki.gov,pki.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
abandonedmines.gov,abandonedmines.gov,abandonedmines.gov,200,0,0,0,0,0,0,0,0,0,,0,0
govsales.gov,govsales.gov,govsales.gov,503,0,0,0,0,0,0,0,0,0,,-20,0
ppirs.gov,ppirs.gov,ppirs.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fdms.gov,fdms.gov,fdms.gov,200,0,0,0,0,0,0,0,0,0,,0,0
businessusa.gov,businessusa.gov,businessusa.gov,200,45,1,0,20,20,0,20,0,0,,0,106
openinternet.gov,openinternet.gov,openinternet.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
innovation.gov,innovation.gov,innovation.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dtv.gov,dtv.gov,dtv.gov,200,0,0,0,0,0,0,0,0,0,,0,0
faca.gov,faca.gov,faca.gov,200,35,6,0,0,0,0,20,0,0,,0,61
broadband.gov,broadband.gov,broadband.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sandbox.gov,sandbox.gov,sandbox.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
pic.gov,pic.gov,pic.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fedrooms.gov,fedrooms.gov,fedrooms.gov,200,35,6,0,0,0,0,20,0,0,,0,61
fmi.gov,fmi.gov,fmi.gov,200,0,0,0,0,0,0,0,0,0,,0,0
moneyfactorystore.gov,moneyfactorystore.gov,moneyfactorystore.gov,200,0,0,0,0,0,0,0,0,0,,0,0
rocis.gov,rocis.gov,rocis.gov,200,0,0,0,0,0,0,0,0,0,,0,0
login.gov,login.gov,login.gov,200,40,0,0,0,0,5,20,5,0,,0,70
realpropertyprofile.gov,realpropertyprofile.gov,realpropertyprofile.gov,200,0,0,0,0,0,0,0,0,0,,0,0
realestatesales.gov,realestatesales.gov,realestatesales.gov,503,0,0,0,0,0,0,0,0,0,,-20,0
afadvantage.gov,afadvantage.gov,afadvantage.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ecfc.gov,ecfc.gov,ecfc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
erpo.gov,erpo.gov,erpo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
firstgov.gov,firstgov.gov,firstgov.gov,200,45,1,0,20,20,0,20,0,0,,0,106
reginfo.gov,reginfo.gov,reginfo.gov,200,0,0,0,0,0,0,0,0,0,,-430,0
plainlanguage.gov,plainlanguage.gov,plainlanguage.gov,200,40,4,0,20,0,5,20,5,0,,0,94
nrpo.gov,nrpo.gov,nrpo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
jpo.gov,jpo.gov,jpo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
gsaig.gov,gsaig.gov,gsaig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
reporting.gov,reporting.gov,reporting.gov,200,25,12,0,20,0,0,20,0,0,,0,77
owc.gov,owc.gov,owc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
psd.gov,psd.gov,psd.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
psup.gov,psup.gov,psup.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
sbst.gov,sbst.gov,sbst.gov,200,0,1,0,0,0,5,0,5,0,,0,11
presidentialinnovationfellows.gov,presidentialinnovationfellows.gov,presidentialinnovationfellows.gov,200,50,2,0,0,0,5,20,5,0,,0,82
forms.gov,forms.gov,forms.gov,200,45,1,0,20,20,0,20,0,0,,0,106
pubservices.gov,pubservices.gov,pubservices.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
section508.gov,section508.gov,section508.gov,200,0,0,0,0,0,0,0,0,0,,0,0
rpo.gov,rpo.gov,rpo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fpc.gov,fpc.gov,fpc.gov,200,40,8,0,0,0,5,20,5,0,v1.1.0,0,98
kennedy-center.gov,kennedy-center.gov,kennedy-center.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fsd.gov,fsd.gov,fsd.gov,200,0,0,0,0,0,5,0,0,0,,-200,0
performance.gov,performance.gov,performance.gov,200,55,4,0,20,0,5,20,5,0,v1.1.0,0,149
pif.gov,pif.gov,pif.gov,200,50,2,0,0,0,5,20,5,0,,0,82
mcctest.gov,mcctest.gov,mcctest.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
regulations.gov,regulations.gov,regulations.gov,200,0,0,0,0,0,0,0,0,0,,0,0
jusfc.gov,jusfc.gov,jusfc.gov,403,0,0,0,0,0,0,0,0,0,,-10,0
vote.gov,vote.gov,vote.gov,200,20,0,0,20,0,5,20,5,0,,0,70
data.gov,data.gov,data.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
itdashboard.gov,itdashboard.gov,itdashboard.gov,200,0,0,0,20,0,5,0,0,0,,0,25
sftool.gov,sftool.gov,sftool.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usgeo.gov,usgeo.gov,usgeo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
info.gov,info.gov,info.gov,200,45,1,0,20,20,0,20,0,0,,0,106
nic.gov,nic.gov,nic.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
fraho.gov,fraho.gov,fraho.gov,200,0,0,0,0,0,0,0,0,0,,0,0
americathebeautifulquarters.gov,americathebeautifulquarters.gov,americathebeautifulquarters.gov,200,0,0,0,0,0,0,0,0,0,,0,0
restorethegulf.gov,restorethegulf.gov,restorethegulf.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
mspb.gov,mspb.gov,mspb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fbf.gov,fbf.gov,fbf.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fedbizopps.gov,fedbizopps.gov,fedbizopps.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fedidcard.gov,fedidcard.gov,fedidcard.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
idmanagement.gov,idmanagement.gov,idmanagement.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fedinfo.gov,fedinfo.gov,fedinfo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
wdol.gov,wdol.gov,wdol.gov,200,20,7,0,0,0,0,20,0,0,,0,47
9-11commission.gov,9-11commission.gov,9-11commission.gov,200,0,0,0,0,0,0,0,0,0,,-70,0
nasa.gov,nasa.gov,nasa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
energystar.gov,energystar.gov,energystar.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gobiernousa.gov,gobiernousa.gov,gobiernousa.gov,200,45,1,0,20,20,0,20,0,0,,0,106
911commission.gov,911commission.gov,911commission.gov,200,0,0,0,0,0,0,0,0,0,,-70,0
usa.gov,usa.gov,usa.gov,200,45,1,0,20,0,5,0,5,0,,0,76
us.gov,us.gov,us.gov,200,45,1,0,20,20,0,20,0,0,,0,106
usagov.gov,usagov.gov,usagov.gov,200,45,1,0,20,20,0,20,0,0,,0,106
georgewbushlibrary.gov,georgewbushlibrary.gov,georgewbushlibrary.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fcic.gov,fcic.gov,fcic.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fordlibrarymuseum.gov,fordlibrarymuseum.gov,fordlibrarymuseum.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
gsaadvantage.gov,gsaadvantage.gov,gsaadvantage.gov,200,0,0,0,0,0,0,0,0,0,,0,0
emergency-federal-register.gov,emergency-federal-register.gov,emergency-federal-register.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ncpc.gov,ncpc.gov,ncpc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
frc.gov,frc.gov,frc.gov,200,0,0,0,0,0,5,0,5,0,,0,10
wartimecontracting.gov,wartimecontracting.gov,wartimecontracting.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
archives.gov,archives.gov,archives.gov,200,0,0,0,0,0,5,0,5,0,,0,10
humanities.gov,humanities.gov,humanities.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
obamawhitehouse.gov,obamawhitehouse.gov,obamawhitehouse.gov,200,0,0,0,0,0,0,0,0,0,,0,0
kids.gov,kids.gov,kids.gov,200,45,1,0,20,20,0,20,0,0,,0,106
nara.gov,nara.gov,nara.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ourdocuments.gov,ourdocuments.gov,ourdocuments.gov,200,0,0,0,0,0,0,0,0,0,,0,0
militaryaviationsafety.gov,militaryaviationsafety.gov,militaryaviationsafety.gov,200,0,0,0,0,0,0,0,0,0,,0,0
scijinks.gov,scijinks.gov,scijinks.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ussm.gov,ussm.gov,ussm.gov,200,45,7,0,20,0,5,20,5,0,v1.1.0,0,122
ptt.gov,ptt.gov,ptt.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
recordsmanagement.gov,recordsmanagement.gov,recordsmanagement.gov,200,0,0,0,0,0,5,0,5,0,,0,10
jamesmadison.gov,jamesmadison.gov,jamesmadison.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sam.gov,sam.gov,sam.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
lps.gov,lps.gov,lps.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
intelligencecareers.gov,intelligencecareers.gov,intelligencecareers.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nmb.gov,nmb.gov,nmb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ntsb.gov,ntsb.gov,ntsb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
search.gov,search.gov,search.gov,200,0,0,0,0,0,5,20,5,0,v2.5.1,0,110
jimmycarterlibrary.gov,jimmycarterlibrary.gov,jimmycarterlibrary.gov,200,0,0,0,0,0,0,0,5,0,,0,5
truman.gov,truman.gov,truman.gov,200,0,0,0,0,0,0,0,0,0,,0,0
itrd.gov,itrd.gov,itrd.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
promesa.gov,promesa.gov,promesa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nscai.gov,nscai.gov,nscai.gov,404,0,0,0,0,0,0,0,0,0,,0,0
sac.gov,sac.gov,sac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
integrity.gov,integrity.gov,integrity.gov,403,0,0,0,0,0,0,0,0,0,,0,0
nano.gov,nano.gov,nano.gov,200,0,0,0,0,0,0,0,0,0,,0,0
reaganlibrary.gov,reaganlibrary.gov,reaganlibrary.gov,200,0,0,0,0,0,5,0,0,0,,0,5
nnss.gov,nnss.gov,nnss.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
e-qip.gov,e-qip.gov,e-qip.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
udall.gov,udall.gov,udall.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nsf.gov,nsf.gov,nsf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gsa.gov,gsa.gov,gsa.gov,200,30,6,0,0,0,5,20,0,0,v2.6.0,0,101
eisenhowerlibrary.gov,eisenhowerlibrary.gov,eisenhowerlibrary.gov,200,0,0,0,0,0,5,0,0,0,,0,5
research.gov,research.gov,research.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ncd.gov,ncd.gov,ncd.gov,200,0,0,0,0,0,0,0,0,0,,0,0
lsc.gov,lsc.gov,lsc.gov,200,0,0,0,0,0,0,0,5,0,,-10,0
mcc.gov,mcc.gov,mcc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fsafeds.gov,fsafeds.gov,fsafeds.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
golearn.gov,golearn.gov,golearn.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nitrd.gov,nitrd.gov,nitrd.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
ncua.gov,ncua.gov,ncua.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pac.gov,pac.gov,pac.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cfo.gov,cfo.gov,cfo.gov,200,0,0,0,0,0,0,0,0,0,,0,0
clintonlibrary.gov,clintonlibrary.gov,clintonlibrary.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usap.gov,usap.gov,usap.gov,200,0,0,0,0,0,0,0,0,0,,-60,0
ecr.gov,ecr.gov,ecr.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
nea.gov,nea.gov,nea.gov,200,0,0,0,0,0,0,0,0,0,,0,0
oge.gov,oge.gov,oge.gov,200,0,0,0,0,0,0,0,0,0,,0,0
arts.gov,arts.gov,arts.gov,200,0,0,0,0,0,0,0,0,0,,0,0
employeeexpress.gov,employeeexpress.gov,employeeexpress.gov,200,0,0,0,0,0,0,0,0,0,,0,0
mycreditunion.gov,mycreditunion.gov,mycreditunion.gov,200,0,0,0,0,0,0,0,0,0,,0,0
neh.gov,neh.gov,neh.gov,200,0,0,0,0,0,0,0,0,0,,0,0
presidiotrust.gov,presidiotrust.gov,presidiotrust.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
applicationmanager.gov,applicationmanager.gov,applicationmanager.gov,200,5,0,0,0,0,5,20,5,0,,0,35
fmcs.gov,fmcs.gov,fmcs.gov,200,0,0,0,0,0,5,0,0,0,,0,5
pclob.gov,pclob.gov,pclob.gov,200,45,8,0,20,0,0,20,0,0,,0,93
webharvest.gov,webharvest.gov,webharvest.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nga.gov,nga.gov,nga.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fedjobs.gov,fedjobs.gov,fedjobs.gov,200,35,0,0,0,0,5,20,5,0,,0,65
nlrb.gov,nlrb.gov,nlrb.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
science360.gov,science360.gov,science360.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
federaljobs.gov,federaljobs.gov,federaljobs.gov,200,35,0,0,0,0,5,20,5,0,,0,65
pbrb.gov,pbrb.gov,pbrb.gov,200,35,14,0,20,0,0,0,0,0,,0,69
nigc.gov,nigc.gov,nigc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usmint.gov,usmint.gov,usmint.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sba.gov,sba.gov,sba.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usastaffing.gov,usastaffing.gov,usastaffing.gov,200,0,0,0,0,0,0,0,0,0,,0,0
business.gov,business.gov,business.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usajobs.gov,usajobs.gov,usajobs.gov,200,35,0,0,0,0,5,20,5,0,,0,65
telework.gov,telework.gov,telework.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nrc-gateway.gov,nrc-gateway.gov,nrc-gateway.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
governmentjobs.gov,governmentjobs.gov,governmentjobs.gov,200,35,0,0,0,0,5,20,5,0,,0,65
history.gov,history.gov,history.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
chcoc.gov,chcoc.gov,chcoc.gov,200,0,0,0,0,0,5,0,5,0,,-10,0
ptf.gov,ptf.gov,ptf.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
tsc.gov,tsc.gov,tsc.gov,403,0,0,0,0,0,0,0,0,0,,0,0
obamalibrary.gov,obamalibrary.gov,obamalibrary.gov,200,0,0,0,0,0,5,0,5,0,,0,10
worldwar1centennial.gov,worldwar1centennial.gov,worldwar1centennial.gov,403,0,0,0,0,0,0,0,0,0,,0,0
investor.gov,investor.gov,investor.gov,200,20,3,0,0,0,0,20,0,0,,0,43
nrc.gov,nrc.gov,nrc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
prc.gov,prc.gov,prc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sec.gov,sec.gov,sec.gov,200,0,0,0,0,0,0,0,0,0,,0,0
arctic.gov,arctic.gov,arctic.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
tva.gov,tva.gov,tva.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
civilrightsusa.gov,civilrightsusa.gov,civilrightsusa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
sss.gov,sss.gov,sss.gov,200,40,0,0,0,0,5,0,5,0,,0,50
usalearning.gov,usalearning.gov,usalearning.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cfa.gov,cfa.gov,cfa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
socialsecurity.gov,socialsecurity.gov,socialsecurity.gov,200,0,0,0,0,0,0,0,0,0,,0,0
aff.gov,aff.gov,aff.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ars-grin.gov,ars-grin.gov,ars-grin.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
segurosocial.gov,segurosocial.gov,segurosocial.gov,200,0,0,0,0,0,0,0,0,0,,0,0
arsusda.gov,arsusda.gov,arsusda.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usaid.gov,usaid.gov,usaid.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ssa.gov,ssa.gov,ssa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
unlocktalent.gov,unlocktalent.gov,unlocktalent.gov,200,0,0,0,0,0,5,0,5,0,,-40,0
imls.gov,imls.gov,imls.gov,200,5,2,0,0,0,0,0,0,0,,0,7
nixonlibrary.gov,nixonlibrary.gov,nixonlibrary.gov,200,45,4,0,0,0,5,20,5,0,,0,79
sbir.gov,sbir.gov,sbir.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cybercareers.gov,cybercareers.gov,cybercareers.gov,200,0,0,0,0,0,5,0,5,0,,0,10
fegli.gov,fegli.gov,fegli.gov,200,0,0,0,0,0,0,0,0,0,,-70,0
biopreferred.gov,biopreferred.gov,biopreferred.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
trumanlibrary.gov,trumanlibrary.gov,trumanlibrary.gov,200,30,6,0,0,0,5,20,5,0,,0,66
pbgc.gov,pbgc.gov,pbgc.gov,200,0,0,0,0,0,0,0,5,0,,0,5
dietaryguidelines.gov,dietaryguidelines.gov,dietaryguidelines.gov,200,55,22,0,20,0,0,0,0,0,,0,97
bosque.gov,bosque.gov,bosque.gov,200,0,0,0,20,0,5,0,5,0,,0,30
pmf.gov,pmf.gov,pmf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
juniorforestranger.gov,juniorforestranger.gov,juniorforestranger.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
icbemp.gov,icbemp.gov,icbemp.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
itis.gov,itis.gov,itis.gov,200,0,0,0,0,0,0,0,0,0,,-60,0
ssab.gov,ssab.gov,ssab.gov,200,0,0,0,0,0,0,0,0,20,,0,20
usccr.gov,usccr.gov,usccr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nwcg.gov,nwcg.gov,nwcg.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
invasivespeciesinfo.gov,invasivespeciesinfo.gov,invasivespeciesinfo.gov,200,15,0,0,20,0,0,0,0,0,,0,35
askkaren.gov,askkaren.gov,askkaren.gov,200,0,0,2,0,0,0,0,0,0,,0,2
rrb.gov,rrb.gov,rrb.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fedshirevets.gov,fedshirevets.gov,fedshirevets.gov,200,0,0,0,0,0,5,0,5,0,,0,10
lcacommons.gov,lcacommons.gov,lcacommons.gov,200,0,0,0,0,0,0,0,0,0,,0,0
recreation.gov,recreation.gov,recreation.gov,403,0,0,0,0,0,0,0,0,0,,0,0
usdapii.gov,usdapii.gov,usdapii.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
neglecteddiseases.gov,neglecteddiseases.gov,neglecteddiseases.gov,200,0,0,0,0,0,0,0,0,0,,0,0
heritageabroad.gov,heritageabroad.gov,heritageabroad.gov,200,0,0,0,0,0,0,0,0,0,,0,0
feb.gov,feb.gov,feb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
forestsandrangelands.gov,forestsandrangelands.gov,forestsandrangelands.gov,200,40,20,0,20,0,5,20,5,0,v1.6.3,0,150
nwbc.gov,nwbc.gov,nwbc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
woodsyowl.gov,woodsyowl.gov,woodsyowl.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
woodsy.gov,woodsy.gov,woodsy.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
oscnet.gov,oscnet.gov,oscnet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
reo.gov,reo.gov,reo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nbrc.gov,nbrc.gov,nbrc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscirf.gov,uscirf.gov,uscirf.gov,200,0,0,0,0,0,0,0,5,0,,0,5
smokeybear.gov,smokeybear.gov,smokeybear.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
symbols.gov,symbols.gov,symbols.gov,200,0,0,0,0,0,0,0,0,0,,-480,0
execsec.gov,execsec.gov,execsec.gov,200,0,0,0,0,0,5,0,0,0,,0,5
choosemyplate.gov,choosemyplate.gov,choosemyplate.gov,200,60,10,1,20,0,0,0,0,0,,0,91
ushmm.gov,ushmm.gov,ushmm.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
access-board.gov,access-board.gov,access-board.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nutrition.gov,nutrition.gov,nutrition.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usip.gov,usip.gov,usip.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
abilityone.gov,abilityone.gov,abilityone.gov,200,0,0,0,0,0,0,0,0,0,,-100,0
jwod.gov,jwod.gov,jwod.gov,200,0,0,0,0,0,0,0,0,0,,-100,0
befoodsafe.gov,befoodsafe.gov,befoodsafe.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
ata.gov,ata.gov,ata.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
farmers.gov,farmers.gov,farmers.gov,200,40,1,0,20,0,5,20,5,20,,0,111
isitdoneyet.gov,isitdoneyet.gov,isitdoneyet.gov,200,0,0,0,0,0,0,0,0,0,,-50,0
myplate.gov,myplate.gov,myplate.gov,200,60,10,1,20,0,0,0,0,0,,0,91
usitcoig.gov,usitcoig.gov,usitcoig.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
dfafacts.gov,dfafacts.gov,dfafacts.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
osc.gov,osc.gov,osc.gov,200,20,1,0,0,0,5,20,5,0,,-20,31
foodsafetyjobs.gov,foodsafetyjobs.gov,foodsafetyjobs.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
peacecorps.gov,peacecorps.gov,peacecorps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
changeofaddress.gov,changeofaddress.gov,changeofaddress.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
adf.gov,adf.gov,adf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ofda.gov,ofda.gov,ofda.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mail.gov,mail.gov,mail.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nafri.gov,nafri.gov,nafri.gov,200,0,0,0,0,0,0,0,0,0,,0,0
postoffice.gov,postoffice.gov,postoffice.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
myusps.gov,myusps.gov,myusps.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usps.gov,usps.gov,usps.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
peacecorpsoig.gov,peacecorpsoig.gov,peacecorpsoig.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
sc-us.gov,sc-us.gov,sc-us.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
osdls.gov,osdls.gov,osdls.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
scinet-test.gov,scinet-test.gov,scinet-test.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
scinet.gov,scinet.gov,scinet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
scus.gov,scus.gov,scus.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uspsinformeddelivery.gov,uspsinformeddelivery.gov,uspsinformeddelivery.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
supreme-court.gov,supreme-court.gov,supreme-court.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uspsinnovates.gov,uspsinnovates.gov,uspsinnovates.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bankruptcy.gov,bankruptcy.gov,bankruptcy.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
supremecourtus.gov,supremecourtus.gov,supremecourtus.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
federalcourts.gov,federalcourts.gov,federalcourts.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
federalprobation.gov,federalprobation.gov,federalprobation.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
federalrules.gov,federalrules.gov,federalrules.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cavc.gov,cavc.gov,cavc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uspsoig.gov,uspsoig.gov,uspsoig.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nwtrb.gov,nwtrb.gov,nwtrb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ag.gov,ag.gov,ag.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
judicialconference.gov,judicialconference.gov,judicialconference.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usc.gov,usc.gov,usc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usbankruptcy.gov,usbankruptcy.gov,usbankruptcy.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usprobation.gov,usprobation.gov,usprobation.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nmcourt.fed.us,nmcourt.fed.us,nmcourt.fed.us,503,0,0,0,0,0,0,0,0,0,,0,0
ussc.gov,ussc.gov,ussc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
childreninadversity.gov,childreninadversity.gov,childreninadversity.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usadf.gov,usadf.gov,usadf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
empowhr.gov,empowhr.gov,empowhr.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fjc.gov,fjc.gov,fjc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usitc.gov,usitc.gov,usitc.gov,200,5,0,0,20,0,0,0,0,0,,0,25
opm.gov,opm.gov,opm.gov,200,0,0,0,0,0,0,0,0,0,,-70,0
visitthecapital.gov,visitthecapital.gov,visitthecapital.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscapitol.gov,uscapitol.gov,uscapitol.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
opic.gov,opic.gov,opic.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usda.gov,usda.gov,usda.gov,200,50,0,0,20,0,5,0,0,0,,0,75
